tripinfo_arrival;tripinfo_waitSteps;tripinfo_vType;tripinfo_depart;tripinfo_routeLength;tripinfo_vaporized;tripinfo_duration;tripinfo_arrivalSpeed;tripinfo_devices;tripinfo_departPos;tripinfo_departDelay;tripinfo_timeLoss;tripinfo_departLane;tripinfo_departSpeed;tripinfo_arrivalPos;tripinfo_rerouteNo;tripinfo_id;tripinfo_arrivalLane;personinfo_depart;personinfo_id;stop_arrival;walk_arrival;ride_arrival;ride_depart
2621.00;2;passenger;2446.00;1215.19;;175.00;11.08;tripinfo_veh3712 routing_veh3712;5.10;-0.89;44.75;-266666397_1;0.00;38.15;1;veh3712;30418035#1_1;;;;;;
2621.00;44;passenger;2059.00;5034.72;;562.00;10.05;tripinfo_veh3125 routing_veh3125;5.10;-0.95;169.05;181961184#0_1;0.00;43.55;1;veh3125;38060334_1;;;;;;
2621.00;180;passenger;1990.00;3512.95;;631.00;9.86;tripinfo_veh3019 routing_veh3019;5.10;-0.08;264.59;170268788#0_1;0.00;169.01;1;veh3019;325001081_1;;;;;;
2622.00;63;passenger;2046.00;6004.99;;576.00;10.18;tripinfo_veh3104 routing_veh3104;5.10;-0.11;138.58;-246519215_0;0.00;102.48;1;veh3104;30919063#2_1;;;;;;
2622.00;6;passenger;2295.00;2593.05;;327.00;10.81;tripinfo_veh3482 routing_veh3482;5.10;-0.28;57.07;30533523#2_1;0.00;124.47;1;veh3482;180762419#1_1;;;;;;
2622.00;29;truck;2096.00;7131.49;;526.00;19.00;tripinfo_truck265 routing_truck265;7.20;-0.21;93.42;279549602#1_1;0.00;379.76;1;truck265;33127323#1_1;;;;;;
2623.00;4;passenger;2548.00;437.91;;75.00;10.59;tripinfo_veh3866 routing_veh3866;5.10;-0.41;27.33;182007930_1;0.00;20.03;1;veh3866;-205013604#2_1;;;;;;
2623.00;0;passenger;2391.00;1712.56;;232.00;11.08;tripinfo_veh3628 routing_veh3628;5.10;-0.52;44.79;37174481#3_1;0.00;50.62;1;veh3628;324751731#2_1;;;;;;
2623.00;20;passenger;2395.00;2122.23;;228.00;11.08;tripinfo_veh3634 routing_veh3634;5.10;-0.48;57.16;182857090#4_1;0.00;72.10;1;veh3634;30533523#7_1;;;;;;
2627.00;29;passenger;2403.00;1449.22;;224.00;10.52;tripinfo_veh3646 routing_veh3646;5.10;-0.39;65.51;181961191#4_1;0.00;51.76;1;veh3646;30533407#2_1;;;;;;
2627.00;79;passenger;2259.00;1929.12;;368.00;10.43;tripinfo_veh3427 routing_veh3427;5.10;-0.03;167.76;182149470#2_1;0.00;62.33;1;veh3427;181961191#0_1;;;;;;
2627.00;13;passenger;2430.00;1769.34;;197.00;9.94;tripinfo_veh3687 routing_veh3687;5.10;-0.41;45.90;237095112#2_1;0.00;59.76;1;veh3687;324751765_1;;;;;;
2628.00;78;passenger;2387.00;1074.68;;241.00;10.34;tripinfo_veh3622 routing_veh3622;5.10;-0.57;121.66;37180727#4_1;0.00;44.47;1;veh3622;30416841#1_1;;;;;;
2628.00;0;passenger;2562.00;514.32;;66.00;10.81;tripinfo_veh3888 routing_veh3888;5.10;-0.91;10.49;29062008#1_1;0.00;36.22;1;veh3888;30530306#4_1;;;;;;
2628.00;0;passenger;2527.00;678.32;;101.00;10.02;tripinfo_veh3835 routing_veh3835;5.10;-0.97;18.32;324751756#0_1;0.00;72.99;1;veh3835;-30533575#2_1;;;;;;
2629.00;46;passenger;2490.00;643.05;;139.00;10.45;tripinfo_veh3778 routing_veh3778;5.10;-0.40;70.47;182007936#3_1;0.00;17.10;1;veh3778;181961191#4_1;;;;;;
2630.00;13;passenger;2344.00;2433.97;;286.00;10.28;tripinfo_veh3557 routing_veh3557;5.10;-0.72;65.04;-69045513_1;0.00;71.80;1;veh3557;37720475_1;;;;;;
2630.00;36;passenger;2402.00;2232.73;;228.00;10.14;tripinfo_veh3645 routing_veh3645;5.10;-0.73;67.32;224716861#3_1;0.00;324.33;1;veh3645;304384078_1;;;;;;
2631.00;64;passenger;2222.00;2989.64;;409.00;13.48;tripinfo_veh3372 routing_veh3372;5.10;-0.77;139.91;290404535#8_1;0.00;40.89;1;veh3372;266658730_1;;;;;;
2632.00;0;passenger;2513.00;958.78;;119.00;9.93;tripinfo_veh3807 routing_veh3807;3.20;3.48;18.76;29019892#0_1;0.00;22.77;1;veh3807;38060280#5_1;;;;;;
2632.00;3;passenger;2243.00;3809.22;;389.00;9.83;tripinfo_veh3404 routing_veh3404;5.10;-0.87;76.18;30598581#0_1;0.00;59.37;1;veh3404;37351131_1;;;;;;
2632.00;24;passenger;2228.00;4455.77;;404.00;12.89;tripinfo_veh3381 routing_veh3381;5.10;-0.70;80.97;181961188#0_1;0.00;104.06;1;veh3381;38923009#0_1;;;;;;
2633.00;1;passenger;2380.00;1903.14;;253.00;10.64;tripinfo_veh3612 routing_veh3612;5.10;-0.98;49.88;30417814#0_1;0.00;21.82;1;veh3612;38060293#1_1;;;;;;
2633.00;29;passenger;2232.00;4850.95;;401.00;11.05;tripinfo_veh3387 routing_veh3387;5.10;-0.66;77.71;33128057_0;0.00;37.31;1;veh3387;-38044985#4_1;;;;;;
2634.00;0;passenger;2503.00;975.58;;131.00;10.49;tripinfo_veh3798 routing_veh3798;5.10;-0.58;23.26;324986672_1;0.00;24.03;1;veh3798;38044987#8_1;;;;;;
2635.00;3;truck;2404.00;2381.48;;231.00;10.95;tripinfo_truck304 routing_truck304;7.20;-0.71;50.46;194799789#0_1;0.00;33.14;1;truck304;30417973#7_1;;;;;;
2635.00;0;passenger;2516.00;870.22;;119.00;10.53;tripinfo_veh3818 routing_veh3818;5.10;-0.77;24.17;30598875#1_1;0.00;41.61;1;veh3818;38060280#7_1;;;;;;
2635.00;7;passenger;2224.00;3193.32;;411.00;10.77;tripinfo_veh3375 routing_veh3375;5.10;-0.75;78.47;37180290#2_1;0.00;54.63;1;veh3375;-38060298_1;;;;;;
2635.00;155;passenger;2204.00;2093.47;;431.00;10.20;tripinfo_veh3344 routing_veh3344;5.10;-0.31;215.39;-194799743#3_1;0.00;48.30;1;veh3344;182015533#6_2;;;;;;
2635.00;95;passenger;2143.00;4226.23;;492.00;9.92;tripinfo_veh3252 routing_veh3252;5.10;-0.67;159.01;33128050_1;0.00;67.45;1;veh3252;171698588#4_1;;;;;;
2636.00;54;passenger;2306.00;2794.78;;330.00;10.24;tripinfo_veh3499 routing_veh3499;5.10;-0.49;97.37;175790472#11_1;0.00;33.56;1;veh3499;304384082#12_1;;;;;;
2639.00;0;truck;2475.00;2376.65;;164.00;7.74;tripinfo_truck313 routing_truck313;7.20;-0.90;32.73;-194799780#3_1;0.00;3.43;1;truck313;266666409#0_1;;;;;;
2640.00;36;passenger;2251.00;3402.77;;389.00;10.46;tripinfo_veh3415 routing_veh3415;5.10;-0.12;77.40;34878500#0_1;0.00;109.53;1;veh3415;30567637#2_1;;;;;;
2641.00;0;passenger;2504.00;1104.69;;137.00;11.80;tripinfo_veh3800 routing_veh3800;5.10;-0.90;23.64;324751749#2_1;0.00;5.16;1;veh3800;176954449_1;;;;;;
2642.00;40;passenger;2396.00;1419.94;;246.00;10.53;tripinfo_veh3636 routing_veh3636;5.10;-0.80;79.39;290619172#2_1;0.00;58.08;1;veh3636;33128045#5_1;;;;;;
2642.00;91;passenger;2183.00;3191.94;;459.00;13.59;tripinfo_veh3312 routing_veh3312;5.10;-0.22;150.72;37180736#0_0;0.00;165.03;1;veh3312;266670737_1;;;;;;
2643.00;93;passenger;2233.00;2361.69;;410.00;13.64;tripinfo_veh3388 routing_veh3388;5.10;-0.32;163.31;30418164_1;0.00;72.50;1;veh3388;-194799786#0_1;;;;;;
2645.00;24;passenger;2305.00;3616.92;;340.00;10.52;tripinfo_veh3497 routing_veh3497;5.10;-0.17;87.23;30919063#2_1;0.00;21.87;1;veh3497;69045513_1;;;;;;
2645.00;37;passenger;2232.00;4962.71;;413.00;9.97;tripinfo_veh3386 routing_veh3386;5.10;0.00;76.16;176954470#0_1;0.00;33.13;1;veh3386;29062005#1_1;;;;;;
2646.00;152;passenger;2211.00;1759.53;;435.00;10.09;tripinfo_veh3352 routing_veh3352;5.10;1.41;251.12;30533953#6_1;0.00;33.40;2;veh3352;182857090#4_1;;;;;;
2646.00;33;passenger;2359.00;1801.73;;287.00;10.27;tripinfo_veh3580 routing_veh3580;5.10;-0.88;89.28;-38044968_1;0.00;297.36;1;veh3580;-177308119#0_1;;;;;;
2649.00;40;passenger;2161.00;5010.17;;488.00;13.49;tripinfo_veh3279 routing_veh3279;5.10;-0.47;114.19;324317862#8_1;0.00;11.36;1;veh3279;38923311#3_1;;;;;;
2649.00;0;passenger;2524.00;855.12;;125.00;10.12;tripinfo_veh3829 routing_veh3829;5.10;-0.02;26.91;30418072#4_1;0.00;61.27;1;veh3829;37501151#5_1;;;;;;
2649.00;43;passenger;2409.00;1442.24;;240.00;10.78;tripinfo_veh3656 routing_veh3656;5.10;-0.98;88.37;30534013#0_1;0.00;88.38;1;veh3656;30565122#4_1;;;;;;
2650.00;11;passenger;2358.00;3179.30;;292.00;10.48;tripinfo_veh3578 routing_veh3578;5.10;-0.56;62.22;37356159_1;0.00;5.41;1;veh3578;324985143_1;;;;;;
2650.00;274;passenger;2217.00;1489.47;;433.00;10.84;tripinfo_veh3364 routing_veh3364;5.10;-0.50;318.88;37179523_1;0.00;22.50;1;veh3364;184796749#6_1;;;;;;
2651.00;0;passenger;2319.00;6082.24;;332.00;21.80;tripinfo_veh3519 routing_veh3519;5.10;-0.67;28.31;-324041277_1;0.00;1294.95;1;veh3519;176908062#1_0;;;;;;
2652.00;17;passenger;2565.00;482.16;;87.00;9.94;tripinfo_veh3892 routing_veh3892;5.10;-0.55;34.52;30416913#4_1;0.00;44.33;1;veh3892;37356160#0_1;;;;;;
2652.00;0;passenger;2423.00;3402.85;;229.00;11.10;tripinfo_veh3677 routing_veh3677;3.12;-0.82;24.05;266666395#0_1;0.00;56.21;1;veh3677;30565218#0_1;;;;;;
2653.00;0;passenger;2284.00;3854.96;;369.00;9.96;tripinfo_veh3466 routing_veh3466;5.10;-0.73;69.00;30598581#1_1;0.00;67.17;1;veh3466;-146634175#0_1;;;;;;
2653.00;11;passenger;2460.00;1351.89;;193.00;10.10;tripinfo_veh3732 routing_veh3732;5.10;-0.08;44.79;30801681#2_1;0.00;0.20;1;veh3732;175999097#2_2;;;;;;
2654.00;0;passenger;2447.00;1709.49;;207.00;13.14;tripinfo_veh3713 routing_veh3713;5.10;-0.55;41.95;171751484#1_1;0.00;28.00;1;veh3713;38922730#1_1;;;;;;
2654.00;5;passenger;2435.00;1669.40;;219.00;10.40;tripinfo_veh3695 routing_veh3695;5.10;-0.69;42.39;171699103#2_1;0.00;98.62;1;veh3695;37355471#0_1;;;;;;
2654.00;9;passenger;2110.00;5202.84;;544.00;10.26;tripinfo_veh3201 routing_veh3201;5.10;-0.05;94.23;324985722#0_1;0.00;385.59;1;veh3201;31538730#2_1;;;;;;
2655.00;4;passenger;2530.00;909.10;;125.00;9.28;tripinfo_veh3839 routing_veh3839;0.19;-0.61;26.17;182175779#0_1;0.00;5.19;1;veh3839;180762428#1_1;;;;;;
2657.00;76;passenger;2163.00;3791.01;;494.00;10.73;tripinfo_veh3282 routing_veh3282;5.10;-0.44;151.83;33175453#2_1;0.00;62.47;1;veh3282;37180987#2_1;;;;;;
2659.00;14;passenger;2491.00;1795.29;;168.00;10.20;tripinfo_veh3780 routing_veh3780;5.10;-0.72;38.01;37343417_1;0.00;4.90;1;veh3780;-266666376_1;;;;;;
2659.00;11;passenger;2484.00;1297.25;;175.00;10.43;tripinfo_veh3768 routing_veh3768;5.10;0.19;39.51;324752295#3_1;0.00;34.32;2;veh3768;182007936#3_1;;;;;;
2659.00;0;passenger;2456.00;1490.64;;203.00;10.71;tripinfo_veh3726 routing_veh3726;5.10;-0.12;24.98;-246519215_0;0.00;38.85;1;veh3726;-159554244#1_1;;;;;;
2660.00;3;passenger;2450.00;1716.29;;210.00;12.73;tripinfo_veh3718 routing_veh3718;5.10;-0.85;34.79;182173194#1_1;0.00;15.50;1;veh3718;-268673951_1;;;;;;
2660.00;56;passenger;2254.00;4937.73;;406.00;10.58;tripinfo_veh3420 routing_veh3420;5.10;-0.41;102.09;175790483_1;0.00;19.22;1;veh3420;-324985138_1;;;;;;
2660.00;0;truck;2462.00;2829.17;;198.00;11.51;tripinfo_truck311 routing_truck311;7.20;1.92;31.76;38060303#1_1;0.00;0.56;1;truck311;301007595#1_0;;;;;;
2661.00;0;passenger;2580.00;573.55;;81.00;10.33;tripinfo_veh3914 routing_veh3914;5.10;-0.05;14.77;324985132#2_1;0.00;18.40;1;veh3914;-324985147#2_1;;;;;;
2661.00;0;passenger;2286.00;3873.10;;375.00;13.45;tripinfo_veh3468 routing_veh3468;5.10;-0.05;38.87;30802007#1_0;0.00;92.73;1;veh3468;248140804_1;;;;;;
2662.00;0;passenger;2495.00;1264.51;;167.00;12.69;tripinfo_veh3785 routing_veh3785;5.10;-0.01;34.15;171698525#4_1;0.00;15.50;1;veh3785;-268673951_1;;;;;;
2662.00;32;passenger;2431.00;1486.90;;231.00;9.82;tripinfo_veh3689 routing_veh3689;5.10;-0.73;65.57;30533523#1_1;0.00;30.49;1;veh3689;37180298#2_1;;;;;;
2662.00;0;passenger;2544.00;850.93;;118.00;10.34;tripinfo_veh3860 routing_veh3860;5.10;-0.45;21.64;4526409#5_1;0.00;48.87;1;veh3860;33128045#6_1;;;;;;
2662.00;0;passenger;2532.00;886.04;;130.00;9.84;tripinfo_veh3842 routing_veh3842;5.10;-0.59;29.61;30598948#0_1;0.00;55.17;1;veh3842;324991232_1;;;;;;
2663.00;65;passenger;2297.00;4133.05;;366.00;10.33;tripinfo_veh3485 routing_veh3485;5.10;-0.26;104.79;176908064#1_1;0.00;92.31;1;veh3485;37503197_1;;;;;;
2665.00;0;passenger;2571.00;695.77;;94.00;9.84;tripinfo_veh3899 routing_veh3899;5.10;0.84;15.57;38060281#0_1;0.00;42.15;1;veh3899;37503194#2_1;;;;;;
2665.00;69;passenger;2227.00;2641.35;;438.00;10.02;tripinfo_veh3379 routing_veh3379;5.10;-0.39;147.50;159554244#0_1;0.00;51.83;1;veh3379;290618573#0_1;;;;;;
2665.00;19;passenger;2541.00;707.49;;124.00;10.46;tripinfo_veh3855 routing_veh3855;5.10;-0.16;42.20;-30534013#3_1;0.00;59.15;1;veh3855;-230844224_1;;;;;;
2665.00;25;passenger;2278.00;4425.87;;387.00;10.34;tripinfo_veh3456 routing_veh3456;5.10;-0.14;77.03;-324751770#0_1;0.00;268.68;1;veh3456;-37343420#1_1;;;;;;
2666.00;38;passenger;2447.00;1151.13;;219.00;11.06;tripinfo_veh3704 routing_veh3704;5.10;5.38;89.71;175790472#11_1;0.00;24.18;3;veh3704;30416739#6_1;;;;;;
2666.00;11;passenger;2413.00;2162.92;;253.00;13.80;tripinfo_veh3661 routing_veh3661;5.10;-0.28;57.94;30417755#2_1;0.00;52.05;1;veh3661;279549602#1_1;;;;;;
2667.00;58;passenger;2290.00;3741.99;;377.00;11.01;tripinfo_veh3474 routing_veh3474;5.10;-0.01;100.29;30801995#5_2;0.00;4.35;1;veh3474;182857087#5_1;;;;;;
2667.00;0;passenger;2545.00;822.07;;122.00;10.67;tripinfo_veh3861 routing_veh3861;5.10;-0.11;30.93;38060283_1;0.00;32.48;1;veh3861;290618570#1_1;;;;;;
2668.00;3;passenger;2538.00;755.97;;130.00;10.42;tripinfo_veh3851 routing_veh3851;5.10;-0.52;34.15;30533904#2_1;0.00;50.27;1;veh3851;37351625#0_1;;;;;;
2669.00;0;passenger;2489.00;1411.20;;180.00;10.11;tripinfo_veh3777 routing_veh3777;5.10;-0.74;26.04;324751739#1_1;0.00;17.30;1;veh3777;30598482#1_1;;;;;;
2669.00;56;passenger;2357.00;1898.42;;312.00;10.33;tripinfo_veh3576 routing_veh3576;5.10;-0.24;124.48;-194799786#2_1;0.00;59.45;1;veh3576;-180762426_1;;;;;;
2671.00;0;passenger;2496.00;1498.00;;175.00;10.66;tripinfo_veh3787 routing_veh3787;5.10;-0.33;21.37;324751741#3_1;0.00;9.50;1;veh3787;176910631#1_1;;;;;;
2672.00;282;passenger;2031.00;3227.79;;641.00;12.10;tripinfo_veh3082 routing_veh3082;5.10;-0.61;360.94;33128045#7_1;0.00;8.84;1;veh3082;176908064#5_1;;;;;;
2673.00;0;passenger;2613.00;416.42;;60.00;10.75;tripinfo_veh3964 routing_veh3964;5.10;-0.01;13.29;171720609#3_1;0.00;78.08;1;veh3964;29062008#3_1;;;;;;
2674.00;0;passenger;2606.00;516.89;;68.00;10.26;tripinfo_veh3954 routing_veh3954;0.84;-0.42;11.81;324751749#0_1;0.00;24.72;1;veh3954;30533350#0_1;;;;;;
2674.00;0;passenger;2568.00;979.97;;106.00;13.59;tripinfo_veh3897 routing_veh3897;5.10;-0.84;19.98;-279549604#1_1;0.00;220.42;1;veh3897;266666414_1;;;;;;
2675.00;113;passenger;2270.00;2321.15;;405.00;12.82;tripinfo_veh3444 routing_veh3444;5.10;-0.23;183.11;4526409#0_1;0.00;143.05;1;veh3444;335278788#1_1;;;;;;
2675.00;1;passenger;2337.00;4333.68;;338.00;10.38;tripinfo_veh3545 routing_veh3545;5.10;0.19;41.84;205403434#1_1;0.00;140.14;1;veh3545;176908074#2_1;;;;;;
2676.00;21;passenger;2439.00;2106.83;;237.00;13.45;tripinfo_veh3701 routing_veh3701;5.10;-0.64;81.36;69221692#7_1;0.00;59.31;1;veh3701;-268556971_1;;;;;;
2676.00;0;truck;2436.00;3021.62;;240.00;13.41;tripinfo_truck308 routing_truck308;5.41;-0.35;55.85;324985143_1;0.00;169.39;1;truck308;30529948_1;;;;;;
2677.00;24;passenger;2318.00;3448.95;;359.00;10.68;tripinfo_veh3517 routing_veh3517;5.10;-0.35;95.15;304384073#1_1;0.00;94.04;1;veh3517;30616901_1;;;;;;
2677.00;46;passenger;2096.00;6148.72;;581.00;9.98;tripinfo_veh3180 routing_veh3180;2.66;-0.21;133.57;-268307751_1;0.00;460.41;1;veh3180;33128293#3_1;;;;;;
2678.00;134;passenger;2281.00;3169.10;;397.00;9.48;tripinfo_veh3461 routing_veh3461;5.10;-0.44;182.00;175793384#1_1;0.00;12.10;1;veh3461;326910419#4_1;;;;;;
2678.00;0;passenger;2508.00;1237.54;;170.00;10.12;tripinfo_veh3806 routing_veh3806;5.10;-0.86;33.43;290617980#1_1;0.00;25.82;1;veh3806;324985727#2_1;;;;;;
2680.00;70;passenger;2376.00;1352.03;;304.00;13.43;tripinfo_veh3605 routing_veh3605;5.10;-0.36;150.93;177308074#2_1;0.00;10.53;1;veh3605;194799782#0_1;;;;;;
2680.00;0;passenger;2382.00;3098.98;;298.00;9.97;tripinfo_veh3615 routing_veh3615;5.10;-0.95;62.06;30418072#0_1;0.00;50.79;1;veh3615;290404535#4_1;;;;;;
2680.00;232;passenger;2061.00;3743.11;;619.00;10.28;tripinfo_veh3128 routing_veh3128;5.10;-0.93;334.91;-324751745_1;0.00;111.39;1;veh3128;324985132#3_1;;;;;;
2682.00;19;passenger;2321.00;4219.64;;361.00;10.90;tripinfo_veh3522 routing_veh3522;5.10;-0.65;88.60;38060304_1;0.00;34.04;1;veh3522;33175453#1_1;;;;;;
2682.00;0;passenger;2551.00;1404.85;;131.00;9.84;tripinfo_veh3870 routing_veh3870;5.10;-0.05;17.46;37356406#1_0;0.00;64.50;1;veh3870;-37180896#2_1;;;;;;
2682.00;34;passenger;2303.00;4494.46;;379.00;10.73;tripinfo_veh3494 routing_veh3494;5.10;-0.19;76.80;175793372_1;0.00;112.03;1;veh3494;30530280#2_1;;;;;;
2683.00;0;passenger;2616.00;653.40;;67.00;10.46;tripinfo_veh3969 routing_veh3969;5.10;-0.30;6.19;175999150_1;0.00;385.59;1;veh3969;31538730#2_1;;;;;;
2684.00;17;passenger;2386.00;2989.29;;298.00;10.18;tripinfo_veh3620 routing_veh3620;5.10;-0.25;71.97;171697946_1;0.00;10.88;1;veh3620;30979908#1_1;;;;;;
2685.00;0;passenger;2512.00;1148.35;;173.00;12.92;tripinfo_veh3812 routing_veh3812;5.10;-0.81;45.44;38044987#2_1;0.00;31.69;1;veh3812;205013604#3_1;;;;;;
2686.00;80;passenger;2211.00;4899.18;;475.00;13.41;tripinfo_veh3355 routing_veh3355;5.10;-0.56;127.72;324751772_1;0.00;14.67;1;veh3355;279549603#3_1;;;;;;
2687.00;0;passenger;2472.00;3396.18;;215.00;11.01;tripinfo_veh3751 routing_veh3751;5.10;-0.60;20.10;324041278#1_1;0.00;7.75;1;veh3751;324578415#2_1;;;;;;
2687.00;21;passenger;2498.00;1353.57;;189.00;10.52;tripinfo_veh3790 routing_veh3790;5.10;-0.31;45.00;30541280#0_1;0.00;31.95;1;veh3790;177308074#2_1;;;;;;
2687.00;34;passenger;2268.00;5161.92;;419.00;10.87;tripinfo_veh3442 routing_veh3442;5.10;-0.91;89.99;30541280#1_1;0.00;29.62;1;veh3442;172021657#3_1;;;;;;
2688.00;100;passenger;2347.00;1816.00;;341.00;10.60;tripinfo_veh3561 routing_veh3561;5.10;-0.36;146.15;177308106#1_1;0.00;49.70;1;veh3561;30533523#2_1;;;;;;
2688.00;21;passenger;2304.00;4617.90;;384.00;10.03;tripinfo_veh3496 routing_veh3496;5.10;-0.51;72.24;32879914_3;0.00;47.53;1;veh3496;171699103#0_1;;;;;;
2689.00;9;passenger;2420.00;2061.90;;269.00;10.76;tripinfo_veh3672 routing_veh3672;5.10;-0.53;54.06;-324317862#0_1;0.00;46.66;1;veh3672;30417755#4_1;;;;;;
2690.00;3;passenger;2414.00;2267.72;;276.00;10.04;tripinfo_veh3663 routing_veh3663;5.10;-0.59;42.98;-30616970_1;0.00;49.87;1;veh3663;30418155#4_1;;;;;;
2690.00;0;passenger;2367.00;4525.71;;323.00;10.15;tripinfo_veh3592 routing_veh3592;4.00;-0.79;44.56;304384090_0;0.00;274.30;1;veh3592;40755249#0_1;;;;;;
2691.00;2;truck;2491.00;1695.78;;200.00;10.78;tripinfo_truck315 routing_truck315;7.20;-0.72;56.46;37180725#2_1;0.00;61.60;1;truck315;30533318#1_1;;;;;;
2691.00;93;passenger;2301.00;2215.81;;390.00;10.76;tripinfo_veh3491 routing_veh3491;5.10;-0.21;158.58;30417705#1_1;0.00;327.61;1;veh3491;324751729#4_1;;;;;;
2692.00;22;passenger;2528.00;1416.10;;164.00;10.09;tripinfo_veh3836 routing_veh3836;5.10;-0.63;56.51;30564973#0_1;0.00;111.31;1;veh3836;33175453#4_1;;;;;;
2693.00;6;passenger;2493.00;1515.86;;200.00;10.98;tripinfo_veh3782 routing_veh3782;0.20;-0.04;44.88;-326910420_1;0.00;26.60;1;veh3782;172022404_1;;;;;;
2693.00;45;passenger;2460.00;1323.84;;233.00;10.96;tripinfo_veh3733 routing_veh3733;5.10;-0.74;86.75;37352070#0_1;0.00;39.76;1;veh3733;37174480_1;;;;;;
2694.00;57;passenger;2349.00;2299.13;;345.00;10.65;tripinfo_veh3565 routing_veh3565;5.10;-0.99;108.69;-194799786#1_1;0.00;14.23;1;veh3565;175999092#2_1;;;;;;
2695.00;57;passenger;2433.00;2164.56;;262.00;13.60;tripinfo_veh3692 routing_veh3692;5.10;-0.71;105.44;237095113#0_1;0.00;98.50;1;veh3692;37722663_1;;;;;;
2696.00;0;passenger;2431.00;2086.83;;265.00;10.78;tripinfo_veh3688 routing_veh3688;5.10;-0.07;36.30;324317862#8_1;0.00;50.39;1;veh3688;180242033#3_1;;;;;;
2696.00;3;passenger;2566.00;971.19;;130.00;10.97;tripinfo_veh3753 routing_veh3753;0.20;92.08;23.08;177308114#0_1;0.00;133.50;7;veh3753;30801714#1_1;;;;;;
2698.00;40;passenger;2253.00;4298.59;;445.00;10.11;tripinfo_veh3419 routing_veh3419;5.10;-0.75;118.05;37180984#2_1;0.00;1.97;1;veh3419;181961188#3_2;;;;;;
2698.00;40;passenger;2288.00;4243.89;;410.00;10.14;tripinfo_veh3472 routing_veh3472;2.66;-0.69;117.16;-268307751_1;0.00;59.45;1;veh3472;-180762426_1;;;;;;
2698.00;52;passenger;2255.00;3062.19;;443.00;6.59;tripinfo_veh3422 routing_veh3422;5.10;-0.73;117.30;-33128293#3_1;0.00;0.20;1;veh3422;176910670#1_0;;;;;;
2699.00;0;passenger;2560.00;1108.97;;139.00;13.12;tripinfo_veh3885 routing_veh3885;5.10;-0.93;23.67;37180981#0_1;0.00;23.97;1;veh3885;37503198#1_1;;;;;;
2700.00;0;passenger;2422.00;3458.13;;278.00;9.85;tripinfo_veh3675 routing_veh3675;5.10;-0.50;39.20;-324985723_1;0.00;15.18;1;veh3675;175790472#11_1;;;;;;
2700.00;89;passenger;2406.00;1444.88;;294.00;10.37;tripinfo_veh3650 routing_veh3650;5.10;-0.02;142.96;194799743#2_1;0.00;105.57;1;veh3650;324751738_1;;;;;;
2701.00;96;passenger;2268.00;3107.77;;433.00;10.00;tripinfo_veh3441 routing_veh3441;0.20;-0.25;173.74;184162395#0_1;0.00;35.51;1;veh3441;-290618571_1;;;;;;
2701.00;25;passenger;2372.00;2225.27;;329.00;10.73;tripinfo_veh3599 routing_veh3599;5.10;-0.41;88.34;37356160#0_1;0.00;34.44;1;veh3599;175790476#1_2;;;;;;
2701.00;0;passenger;2529.00;1211.92;;172.00;10.56;tripinfo_veh3838 routing_veh3838;5.10;-0.95;37.71;324985142#2_1;0.00;46.09;1;veh3838;38060285_1;;;;;;
2701.00;34;passenger;2452.00;1968.11;;249.00;19.12;tripinfo_veh3720 routing_veh3720;5.10;-0.17;77.36;-37180296_1;0.00;149.92;1;veh3720;184165530_1;;;;;;
2701.00;0;truck;2467.00;1891.77;;234.00;13.71;tripinfo_truck312 routing_truck312;7.20;-0.99;49.08;29019892#5_1;0.00;224.05;1;truck312;-279548235_1;;;;;;
2703.00;16;passenger;2483.00;2000.09;;220.00;18.25;tripinfo_veh3762 routing_veh3762;0.38;3.15;50.98;324752293_1;0.00;148.26;1;veh3762;33127320#2_1;;;;;;
2704.00;58;passenger;2249.00;5522.21;;455.00;10.42;tripinfo_veh3413 routing_veh3413;5.10;-0.80;113.71;171772286#1_1;0.00;14.57;1;veh3413;324751773_1;;;;;;
2704.00;0;passenger;2515.00;2958.78;;189.00;11.80;tripinfo_veh3814 routing_veh3814;5.10;0.87;20.09;205013604#0_1;0.00;1.04;1;veh3814;176910670#0_0;;;;;;
2705.00;0;passenger;2642.00;442.76;;63.00;11.03;tripinfo_veh4008 routing_veh4008;0.20;-0.01;12.02;-324985148_1;0.00;18.80;1;veh4008;30598985#10_1;;;;;;
2706.00;148;passenger;2250.00;4986.75;;456.00;11.29;tripinfo_veh3414 routing_veh3414;5.10;-0.46;196.98;37356406#0_0;0.00;5.91;1;veh3414;268408771#1_1;;;;;;
2707.00;7;passenger;2455.00;2845.06;;252.00;9.26;tripinfo_veh3725 routing_veh3725;5.10;-0.46;45.19;182173194#0_1;0.00;5.19;1;veh3725;180762428#1_1;;;;;;
2708.00;104;passenger;2195.00;5043.57;;513.00;10.14;tripinfo_veh3330 routing_veh3330;5.10;-0.09;155.89;30567551#3_2;0.00;59.06;1;veh3330;37503194#1_1;;;;;;
2708.00;0;passenger;2453.00;3080.07;;255.00;6.27;tripinfo_veh3722 routing_veh3722;5.10;-0.49;32.16;30802013#1_1;0.00;0.20;1;veh3722;175999085#0_1;;;;;;
2712.00;24;passenger;2266.00;3192.42;;446.00;10.07;tripinfo_veh3439 routing_veh3439;5.10;-0.94;96.71;171874524#1_1;0.00;80.03;1;veh3439;30418164_1;;;;;;
